datetime,actual_occupancy,max_occupancy
2024-03-02 11:10:01.053378+01:00,40,80
2024-03-02 11:25:54.746728+01:00,30,80
2024-03-02 11:37:55.892584+01:00,31,80
2024-03-02 11:49:51.116714+01:00,24,80
2024-03-02 12:04:43.507362+01:00,21,80
2024-03-02 12:19:42.290618+01:00,26,80
2024-03-02 12:31:42.507403+01:00,27,80
2024-03-02 12:43:37.857108+01:00,30,80
2024-03-02 12:55:31.866174+01:00,31,80
2024-03-02 13:27:30.552334+01:00,26,80
2024-03-02 13:48:09.846819+01:00,34,80
2024-03-02 14:00:06.052218+01:00,33,80
2024-03-02 14:18:42.162858+01:00,39,80
2024-03-02 14:30:56.689019+01:00,40,80
2024-03-02 14:42:52.276852+01:00,38,80
2024-03-02 14:54:57.901524+01:00,40,80
2024-03-02 15:12:54.477331+01:00,40,80
2024-03-02 15:25:46.927265+01:00,38,80
2024-03-02 15:38:34.712385+01:00,37,80
2024-03-02 15:50:22.229656+01:00,36,80
2024-03-02 16:07:10.570436+01:00,43,80
2024-03-02 16:21:04.956260+01:00,48,80
2024-03-02 16:33:07.656196+01:00,45,80
2024-03-02 16:45:02.780490+01:00,39,80
2024-03-02 16:57:01.671399+01:00,27,80
2024-03-02 17:21:34.626144+01:00,3,80
2024-03-02 17:33:57.138261+01:00,3,80
2024-03-02 17:45:42.798195+01:00,3,80
2024-03-02 17:57:50.632194+01:00,3,80
2024-03-02 18:16:21.536709+01:00,3,80
2024-03-02 18:28:04.182251+01:00,3,80
2024-03-02 18:39:49.831576+01:00,3,80
2024-03-02 18:51:49.226236+01:00,3,80
2024-03-02 19:12:57.616227+01:00,3,80
2024-03-02 19:28:53.525575+01:00,4,80
2024-03-02 19:40:56.400160+01:00,3,80
2024-03-02 19:53:00.808937+01:00,3,80
2024-03-02 20:08:59.702806+01:00,3,80
2024-03-02 20:20:54.606714+01:00,3,80
2024-03-02 20:34:16.839136+01:00,3,80
2024-03-02 20:45:57.502843+01:00,3,80
2024-03-02 20:57:58.627309+01:00,3,80
2024-03-02 21:17:24.394742+01:00,3,80
2024-03-02 21:29:17.221709+01:00,3,80
2024-03-02 21:41:12.382557+01:00,3,80
2024-03-02 21:53:19.736643+01:00,3,80
2024-03-02 22:10:20.662483+01:00,3,80
2024-03-02 22:22:10.409476+01:00,3,80
2024-03-02 22:34:24.022649+01:00,3,80
2024-03-02 22:46:23.013179+01:00,3,80
2024-03-02 22:58:09.200827+01:00,3,80
2024-03-02 23:18:20.673308+01:00,3,80
2024-03-02 23:30:19.620291+01:00,3,80
2024-03-02 23:42:26.963437+01:00,3,80
2024-03-02 23:54:29.381422+01:00,3,80
2024-03-03 00:13:57.391572+01:00,3,80
2024-03-03 00:25:50.935078+01:00,3,80
2024-03-03 00:37:59.010926+01:00,3,80
2024-03-03 00:50:07.277465+01:00,3,80
2024-03-03 01:36:14.216323+01:00,3,80
2024-03-03 02:36:56.234332+01:00,3,80
2024-03-03 03:12:47.448882+01:00,3,80
2024-03-03 03:30:19.184824+01:00,3,80
2024-03-03 03:42:09.058488+01:00,3,80
2024-03-03 03:54:16.011966+01:00,3,80
2024-03-03 04:14:14.686435+01:00,3,80
2024-03-03 04:26:04.571130+01:00,3,80
2024-03-03 04:38:36.831878+01:00,3,80
2024-03-03 04:50:34.584814+01:00,3,80
2024-03-03 05:11:28.157915+01:00,0,80
2024-03-03 05:27:59.485524+01:00,0,80
2024-03-03 05:39:55.650154+01:00,0,80
2024-03-03 05:52:09.319979+01:00,0,80
2024-03-03 06:10:30.234524+01:00,0,80
2024-03-03 06:27:20.741826+01:00,0,80
2024-03-03 06:38:27.513442+01:00,0,80
2024-03-03 06:50:36.272115+01:00,0,80
2024-03-03 07:10:42.525184+01:00,0,80
2024-03-03 07:27:40.467254+01:00,0,80
2024-03-03 07:39:24.824324+01:00,0,80
2024-03-03 07:51:27.634622+01:00,0,80
2024-03-03 08:08:28.845937+01:00,0,80
2024-03-03 08:20:28.802850+01:00,0,80
2024-03-03 08:32:42.019868+01:00,0,80
2024-03-03 08:56:19.924356+01:00,1,80
2024-03-03 09:22:33.322758+01:00,25,80
2024-03-03 09:34:36.365075+01:00,33,80
2024-03-03 09:46:35.786242+01:00,37,80
2024-03-03 09:58:38.292896+01:00,38,80
2024-03-03 10:18:01.902119+01:00,36,80
2024-03-03 10:30:02.946451+01:00,43,80
2024-03-03 10:42:04.623057+01:00,45,80
2024-03-03 10:54:04.584599+01:00,48,80
2024-03-03 11:15:43.677102+01:00,57,80
2024-03-03 11:32:12.239886+01:00,50,80
2024-03-03 11:44:06.747559+01:00,44,80
2024-03-03 11:56:04.381329+01:00,42,80
2024-03-03 12:12:56.474224+01:00,38,80
2024-03-03 12:24:34.018116+01:00,41,80
2024-03-03 12:36:24.793297+01:00,38,80
2024-03-03 12:48:27.257342+01:00,35,80
2024-03-03 13:00:18.386831+01:00,36,80
2024-03-03 13:32:03.581905+01:00,43,80
2024-03-03 13:49:39.982559+01:00,42,80
2024-03-03 14:06:21.044186+01:00,40,80
2024-03-03 14:21:22.228899+01:00,48,80
2024-03-03 14:33:43.490769+01:00,55,80
2024-03-03 14:45:38.541484+01:00,42,80
2024-03-03 14:57:26.039350+01:00,36,80
2024-03-03 15:16:56.491902+01:00,37,80
2024-03-03 15:29:01.917513+01:00,46,80
2024-03-03 15:40:53.286593+01:00,51,80
2024-03-03 15:52:49.203582+01:00,56,80
2024-03-03 16:11:37.026709+01:00,49,80
2024-03-03 16:24:18.397211+01:00,52,80
2024-03-03 16:36:00.815526+01:00,49,80
2024-03-03 16:47:45.760236+01:00,38,80
2024-03-03 16:59:47.592447+01:00,23,80
2024-03-03 17:22:26.112420+01:00,0,80
2024-03-03 17:35:43.796044+01:00,0,80
2024-03-03 17:47:33.046622+01:00,0,80
2024-03-03 17:59:38.423524+01:00,0,80
2024-03-03 18:17:31.770690+01:00,0,80
2024-03-03 18:29:12.642010+01:00,0,80
2024-03-03 18:41:07.824778+01:00,0,80
2024-03-03 18:53:03.675942+01:00,0,80
2024-03-03 19:14:13.920571+01:00,0,80
2024-03-03 19:27:48.838434+01:00,0,80
2024-03-03 19:39:50.356871+01:00,0,80
2024-03-03 19:51:46.960095+01:00,0,80
2024-03-03 20:07:25.085315+01:00,0,80
2024-03-03 20:19:13.702960+01:00,0,80
2024-03-03 20:31:17.688313+01:00,0,80
2024-03-03 20:42:59.158229+01:00,0,80
2024-03-03 20:55:00.646612+01:00,0,80
2024-03-03 21:15:10.693049+01:00,0,80
2024-03-03 21:27:04.350989+01:00,0,80
2024-03-03 21:39:14.952116+01:00,0,80
2024-03-03 21:51:30.505580+01:00,0,80
2024-03-03 22:08:52.285329+01:00,0,80
2024-03-03 22:20:38.596474+01:00,0,80
2024-03-03 22:32:57.661718+01:00,0,80
2024-03-03 22:44:52.255480+01:00,0,80
2024-03-03 22:56:52.018088+01:00,0,80
2024-03-03 23:16:36.280128+01:00,0,80
2024-03-03 23:28:36.651317+01:00,0,80
2024-03-03 23:40:39.373912+01:00,0,80
2024-03-03 23:52:32.962601+01:00,0,80
2024-03-04 00:10:35.653255+01:00,0,80
2024-03-04 00:23:49.778301+01:00,0,80
2024-03-04 00:35:47.448122+01:00,0,80
2024-03-04 00:47:33.407200+01:00,0,80
2024-03-04 00:59:24.997953+01:00,0,80
2024-03-04 02:18:49.701213+01:00,0,80
2024-03-04 03:11:59.185299+01:00,0,80
2024-03-04 04:09:02.518444+01:00,0,80
2024-03-04 04:52:52.272515+01:00,0,80
2024-03-04 05:41:48.207590+01:00,0,80
2024-03-04 06:33:34.848917+01:00,2,80
2024-03-04 07:06:57.614252+01:00,3,80
2024-03-04 08:15:37.023108+01:00,31,80
2024-03-04 09:03:22.096706+01:00,38,80
2024-03-04 11:18:04.105195+01:00,35,80
2024-03-04 12:51:56.017777+01:00,37,80
2024-03-04 13:23:32.254651+01:00,35,80
2024-03-04 13:49:54.768823+01:00,44,80
2024-03-04 14:09:10.746705+01:00,45,80
2024-03-04 14:26:59.691222+01:00,40,80
2024-03-04 14:39:01.681544+01:00,54,80
2024-03-04 14:50:48.848386+01:00,55,80
2024-03-04 15:08:16.625168+01:00,46,80
2024-03-04 15:25:11.074541+01:00,49,80
2024-03-04 15:37:53.567621+01:00,47,80
2024-03-04 15:49:53.487276+01:00,51,80
2024-03-04 16:08:02.128593+01:00,48,80
2024-03-04 16:24:06.283333+01:00,55,80
2024-03-04 16:36:18.443708+01:00,56,80
2024-03-04 16:48:18.945067+01:00,64,80
2024-03-04 17:00:05.368918+01:00,68,80
2024-03-04 17:26:07.526126+01:00,73,80
2024-03-04 17:39:43.525191+01:00,81,80
2024-03-04 17:51:37.680234+01:00,85,80
2024-03-04 18:11:07.510330+01:00,83,80
2024-03-04 18:29:04.860809+01:00,81,80
2024-03-04 18:41:05.059726+01:00,94,80
2024-03-04 18:53:11.707489+01:00,93,80
2024-03-04 19:15:25.450370+01:00,79,80
2024-03-04 19:30:03.990109+01:00,71,80
2024-03-04 19:41:54.758362+01:00,66,80
2024-03-04 19:54:03.948959+01:00,71,80
2024-03-04 20:11:00.247127+01:00,66,80
2024-03-04 20:22:37.527605+01:00,59,80
2024-03-04 20:34:58.175467+01:00,64,80
2024-03-04 20:46:47.573883+01:00,68,80
2024-03-04 20:58:39.075546+01:00,72,80
2024-03-04 21:19:27.674786+01:00,53,80
2024-03-04 21:31:38.873156+01:00,43,80
2024-03-04 21:43:26.149388+01:00,32,80
2024-03-04 21:55:27.063104+01:00,14,80
2024-03-04 22:14:38.236815+01:00,5,80
2024-03-04 22:26:23.021238+01:00,5,80
2024-03-04 22:38:12.812498+01:00,5,80
2024-03-04 22:50:14.490793+01:00,5,80
2024-03-04 23:06:57.504551+01:00,5,80
2024-03-04 23:24:44.765584+01:00,5,80
2024-03-04 23:37:23.165922+01:00,5,80
2024-03-04 23:49:01.221302+01:00,5,80
2024-03-05 00:01:56.589000+01:00,5,80
2024-03-05 00:20:27.282741+01:00,5,80
2024-03-05 00:33:22.361991+01:00,5,80
2024-03-05 00:45:06.211643+01:00,5,80
2024-03-05 00:57:16.311833+01:00,5,80
2024-03-05 02:16:34.825913+01:00,5,80
2024-03-05 02:57:33.922581+01:00,5,80
2024-03-05 03:23:26.319431+01:00,5,80
2024-03-05 03:35:29.327136+01:00,5,80
2024-03-05 03:47:29.029973+01:00,5,80
2024-03-05 03:59:11.987599+01:00,5,80
2024-03-05 04:21:03.075499+01:00,5,80
2024-03-05 04:33:24.031864+01:00,5,80
2024-03-05 04:45:29.347147+01:00,5,80
2024-03-05 04:57:24.614192+01:00,5,80
2024-03-05 05:22:58.609889+01:00,0,80
2024-03-05 05:35:13.389380+01:00,0,80
2024-03-05 05:47:17.374599+01:00,0,80
2024-03-05 05:59:17.917483+01:00,1,80
2024-03-05 06:19:41.073300+01:00,0,80
2024-03-05 06:31:37.138732+01:00,0,80
2024-03-05 06:43:27.440606+01:00,1,80
2024-03-05 06:55:24.235187+01:00,2,80
2024-03-05 07:20:17.877693+01:00,28,80
2024-03-05 07:32:55.223859+01:00,35,80
2024-03-05 07:44:45.872279+01:00,41,80
2024-03-05 07:56:53.233262+01:00,39,80
2024-03-05 08:16:17.607223+01:00,37,80
2024-03-05 08:28:27.274328+01:00,41,80
2024-03-05 08:40:34.585096+01:00,42,80
2024-03-05 08:52:39.122668+01:00,37,80
2024-03-05 09:15:07.435568+01:00,42,80
2024-03-05 09:29:28.811770+01:00,40,80
2024-03-05 09:41:14.930945+01:00,33,80
2024-03-05 09:53:23.767514+01:00,32,80
2024-03-05 10:12:34.473274+01:00,29,80
2024-03-05 10:24:23.844213+01:00,32,80
2024-03-05 10:37:04.959203+01:00,40,80
2024-03-05 10:49:08.673547+01:00,40,80
2024-03-05 11:07:23.248640+01:00,38,80
2024-03-05 11:29:29.139411+01:00,35,80
2024-03-05 11:41:27.301151+01:00,35,80
2024-03-05 11:53:19.639198+01:00,31,80
2024-03-05 12:12:16.435807+01:00,35,80
2024-03-05 12:24:19.445724+01:00,37,80
2024-03-05 12:36:21.454708+01:00,43,80
2024-03-05 12:48:32.503519+01:00,43,80
2024-03-05 13:00:14.929888+01:00,49,80
2024-03-05 13:34:37.441128+01:00,49,80
2024-03-05 13:53:31.780082+01:00,40,80
2024-03-05 14:13:43.314763+01:00,44,80
2024-03-05 14:25:27.352682+01:00,46,80
2024-03-05 14:37:30.781705+01:00,44,80
2024-03-05 14:49:26.284761+01:00,38,80
2024-03-05 15:04:30.203029+01:00,37,80
2024-03-05 15:23:24.365799+01:00,39,80
2024-03-05 15:36:41.133450+01:00,42,80
2024-03-05 15:48:40.184902+01:00,43,80
2024-03-05 16:00:29.647534+01:00,41,80
2024-03-05 16:19:59.330374+01:00,42,80
2024-03-05 16:31:55.940760+01:00,50,80
2024-03-05 16:43:48.953531+01:00,59,80
2024-03-05 16:55:43.655021+01:00,61,80
2024-03-05 17:19:32.870582+01:00,70,80
2024-03-05 17:33:17.670989+01:00,79,80
2024-03-05 17:45:26.726673+01:00,75,80
2024-03-05 17:57:26.154348+01:00,78,80
2024-03-05 18:19:59.631509+01:00,75,80
2024-03-05 18:32:19.959724+01:00,67,80
2024-03-05 18:43:53.618347+01:00,69,80
2024-03-05 18:55:37.682310+01:00,62,80
2024-03-05 19:19:51.279895+01:00,48,80
2024-03-05 19:32:01.783813+01:00,52,80
2024-03-05 19:43:46.492203+01:00,53,80
2024-03-05 19:55:31.571107+01:00,49,80
2024-03-05 20:12:34.343567+01:00,54,80
2024-03-05 20:24:27.205928+01:00,52,80
2024-03-05 20:37:05.855366+01:00,48,80
2024-03-05 20:48:54.082090+01:00,49,80
2024-03-05 21:01:24.296567+01:00,53,80
2024-03-05 21:20:50.907461+01:00,52,80
2024-03-05 21:33:24.743365+01:00,33,80
2024-03-05 21:44:57.177921+01:00,31,80
2024-03-05 21:56:44.835686+01:00,19,80
2024-03-05 22:16:07.127168+01:00,3,80
2024-03-05 22:27:54.916046+01:00,3,80
2024-03-05 22:39:46.077794+01:00,3,80
2024-03-05 22:51:44.926603+01:00,3,80
2024-03-05 23:09:03.670156+01:00,3,80
2024-03-05 23:27:19.199528+01:00,3,80
2024-03-05 23:39:04.686825+01:00,3,80
2024-03-05 23:51:12.772966+01:00,3,80
2024-03-06 00:08:57.197051+01:00,3,80
2024-03-06 00:22:34.112163+01:00,3,80
2024-03-06 00:35:47.735801+01:00,3,80
2024-03-06 00:47:42.737010+01:00,3,80
2024-03-06 00:59:36.222384+01:00,3,80
2024-03-06 02:18:15.971343+01:00,3,80
2024-03-06 02:58:15.349751+01:00,3,80
2024-03-06 03:23:05.423088+01:00,3,80
2024-03-06 03:34:56.419974+01:00,3,80
2024-03-06 03:46:47.668449+01:00,3,80
2024-03-06 03:58:47.451322+01:00,3,80
2024-03-06 04:19:22.659565+01:00,3,80
2024-03-06 04:31:28.709894+01:00,3,80
2024-03-06 04:43:31.117175+01:00,3,80
2024-03-06 04:55:38.133739+01:00,3,80
2024-03-06 05:19:08.557625+01:00,0,80
2024-03-06 05:31:10.083759+01:00,0,80
2024-03-06 05:43:04.638984+01:00,0,80
2024-03-06 05:55:01.750097+01:00,0,80
2024-03-06 06:14:44.413254+01:00,1,80
2024-03-06 06:28:46.255702+01:00,2,80
2024-03-06 06:40:55.508001+01:00,2,80
2024-03-06 06:52:54.890044+01:00,2,80
2024-03-06 07:16:54.923877+01:00,20,80
2024-03-06 07:31:55.556126+01:00,32,80
2024-03-06 07:43:55.197848+01:00,35,80
2024-03-06 07:56:03.421403+01:00,37,80
2024-03-06 08:15:49.463552+01:00,26,80
2024-03-06 08:28:09.437490+01:00,32,80
2024-03-06 08:40:10.324304+01:00,32,80
2024-03-06 08:51:57.600171+01:00,33,80
2024-03-06 09:14:27.098261+01:00,33,80
2024-03-06 09:31:33.599522+01:00,34,80
2024-03-06 09:43:15.215177+01:00,27,80
2024-03-06 09:55:00.799850+01:00,32,80
2024-03-06 10:15:39.834873+01:00,31,80
2024-03-06 10:27:41.211348+01:00,37,80
2024-03-06 10:39:32.741142+01:00,39,80
2024-03-06 10:51:19.899776+01:00,36,80
2024-03-06 11:10:15.478231+01:00,36,80
2024-03-06 11:28:51.585841+01:00,34,80
2024-03-06 11:40:36.564165+01:00,36,80
2024-03-06 11:52:39.886184+01:00,32,80
2024-03-06 12:10:11.068457+01:00,33,80
2024-03-06 12:22:05.021391+01:00,42,80
2024-03-06 12:34:39.001135+01:00,44,80
2024-03-06 12:46:32.097830+01:00,57,80
2024-03-06 12:58:23.034639+01:00,54,80
2024-03-06 13:34:38.543670+01:00,42,80
2024-03-06 13:53:11.611936+01:00,36,80
2024-03-06 14:12:49.941031+01:00,40,80
2024-03-06 14:25:06.041395+01:00,50,80
2024-03-06 14:37:28.620980+01:00,53,80
2024-03-06 14:49:11.723023+01:00,64,80
2024-03-06 15:02:34.781191+01:00,66,80
2024-03-06 15:22:07.933633+01:00,61,80
2024-03-06 15:34:32.538329+01:00,53,80
2024-03-06 15:46:49.375236+01:00,59,80
2024-03-06 15:59:15.977809+01:00,63,80
2024-03-06 16:20:57.277709+01:00,65,80
2024-03-06 16:32:41.422315+01:00,69,80
2024-03-06 16:44:37.939496+01:00,65,80
2024-03-06 16:56:30.357113+01:00,65,80
2024-03-06 17:22:45.086449+01:00,59,80
2024-03-06 17:37:20.981588+01:00,56,80
2024-03-06 17:49:14.162956+01:00,55,80
2024-03-06 18:03:09.222105+01:00,56,80
2024-03-06 18:23:14.637935+01:00,63,80
2024-03-06 18:36:01.671402+01:00,60,80
2024-03-06 18:47:56.589892+01:00,61,80
2024-03-06 18:59:44.692532+01:00,63,80
2024-03-06 19:24:19.674561+01:00,62,80
2024-03-06 19:36:24.752938+01:00,55,80
2024-03-06 19:48:03.810916+01:00,66,80
2024-03-06 20:00:01.199051+01:00,61,80
2024-03-06 20:13:10.078024+01:00,61,80
2024-03-06 20:25:08.627066+01:00,51,80
2024-03-06 20:36:59.949027+01:00,42,80
2024-03-06 20:49:02.096357+01:00,42,80
2024-03-06 21:01:48.111173+01:00,45,80
2024-03-06 21:19:23.388543+01:00,41,80
2024-03-06 21:31:33.086570+01:00,34,80
2024-03-06 21:43:33.308060+01:00,29,80
2024-03-06 21:55:18.274919+01:00,17,80
2024-03-06 22:13:47.202600+01:00,1,80
2024-03-06 22:25:30.880169+01:00,1,80
2024-03-06 22:37:16.404849+01:00,1,80
2024-03-06 22:49:25.168796+01:00,1,80
2024-03-06 23:05:24.552360+01:00,1,80
2024-03-06 23:24:23.542763+01:00,1,80
2024-03-06 23:36:26.243188+01:00,1,80
2024-03-06 23:48:11.257759+01:00,1,80
2024-03-06 23:59:56.952721+01:00,1,80
2024-03-07 00:19:03.240941+01:00,1,80
2024-03-07 00:31:04.021328+01:00,1,80
2024-03-07 00:42:50.375241+01:00,1,80
2024-03-07 00:54:26.310765+01:00,1,80
2024-03-07 01:52:17.331794+01:00,1,80
2024-03-07 02:27:30.335442+01:00,1,80
2024-03-07 02:51:28.891696+01:00,1,80
2024-03-07 03:09:19.022505+01:00,1,80
2024-03-07 03:22:16.627860+01:00,1,80
2024-03-07 03:35:07.653959+01:00,1,80
2024-03-07 03:47:09.129603+01:00,1,80
2024-03-07 03:59:12.090746+01:00,1,80
2024-03-07 04:17:00.989558+01:00,1,80
2024-03-07 04:28:48.132680+01:00,1,80
2024-03-07 04:40:30.624478+01:00,1,80
2024-03-07 04:52:25.236026+01:00,1,80
2024-03-07 05:13:29.051421+01:00,0,80
2024-03-07 05:27:31.367578+01:00,0,80
2024-03-07 05:38:56.888793+01:00,0,80
2024-03-07 05:50:55.699215+01:00,0,80
2024-03-07 06:08:09.239705+01:00,1,80
2024-03-07 06:25:11.891576+01:00,0,80
2024-03-07 06:36:56.384376+01:00,0,80
2024-03-07 06:48:58.736871+01:00,0,80
2024-03-07 07:08:21.883813+01:00,10,80
2024-03-07 07:27:27.020236+01:00,25,80
2024-03-07 07:38:57.584572+01:00,30,80
2024-03-07 07:50:45.882980+01:00,34,80
2024-03-07 08:07:53.345596+01:00,36,80
2024-03-07 08:19:31.144877+01:00,31,80
2024-03-07 08:31:45.931555+01:00,32,80
2024-03-07 08:43:28.925607+01:00,31,80
2024-03-07 08:55:13.575654+01:00,33,80
2024-03-07 09:15:51.118171+01:00,40,80
2024-03-07 09:27:51.997241+01:00,44,80
2024-03-07 09:39:50.882334+01:00,42,80
2024-03-07 09:52:38.315165+01:00,41,80
2024-03-07 10:08:46.792862+01:00,32,80
2024-03-07 10:21:37.109066+01:00,42,80
2024-03-07 10:35:10.625036+01:00,48,80
2024-03-07 10:47:13.625593+01:00,41,80
2024-03-07 10:59:20.469092+01:00,43,80
2024-03-07 11:19:26.318967+01:00,38,80
2024-03-07 11:31:22.388793+01:00,40,80
2024-03-07 11:43:06.433244+01:00,30,80
2024-03-07 11:54:51.426295+01:00,26,80
2024-03-07 12:12:30.428027+01:00,24,80
2024-03-07 12:24:17.759919+01:00,32,80
2024-03-07 12:36:57.693964+01:00,31,80
2024-03-07 12:48:53.114253+01:00,35,80
2024-03-07 13:09:25.353783+01:00,33,80
2024-03-07 13:38:46.943374+01:00,32,80
2024-03-07 13:54:50.708093+01:00,33,80
2024-03-07 14:16:03.071273+01:00,47,80
2024-03-07 14:27:51.712369+01:00,50,80
2024-03-07 14:39:42.405201+01:00,42,80
2024-03-07 14:51:25.907417+01:00,36,80
2024-03-07 15:09:53.075130+01:00,31,80
2024-03-07 15:26:36.932258+01:00,24,80
2024-03-07 15:38:31.783372+01:00,32,80
2024-03-07 15:50:33.501539+01:00,36,80
2024-03-07 16:08:02.423419+01:00,43,80
2024-03-07 16:22:40.138687+01:00,45,80
2024-03-07 16:36:16.741086+01:00,44,80
2024-03-07 16:47:58.135173+01:00,48,80
2024-03-07 17:00:01.445690+01:00,46,80
2024-03-07 17:24:16.201052+01:00,42,80
2024-03-07 17:36:57.166233+01:00,42,80
2024-03-07 17:48:36.167182+01:00,39,80
2024-03-07 18:00:24.886931+01:00,41,80
2024-03-07 18:23:30.622183+01:00,50,80
2024-03-07 18:36:09.950045+01:00,52,80
2024-03-07 18:48:13.869300+01:00,56,80
2024-03-07 18:59:57.956248+01:00,58,80
2024-03-07 19:23:45.554814+01:00,62,80
2024-03-07 19:35:48.962900+01:00,59,80
2024-03-07 19:47:52.793854+01:00,49,80
2024-03-07 19:59:58.532689+01:00,47,80
2024-03-07 20:14:49.795952+01:00,47,80
2024-03-07 20:26:22.996257+01:00,43,80
2024-03-07 20:38:34.685237+01:00,39,80
2024-03-07 20:50:19.260707+01:00,32,80
2024-03-07 21:07:47.192905+01:00,31,80
2024-03-07 21:22:51.612449+01:00,24,80
2024-03-07 21:36:10.979495+01:00,22,80
2024-03-07 21:48:10.738364+01:00,16,80
2024-03-07 22:00:06.548708+01:00,9,80
2024-03-07 22:17:21.129730+01:00,1,80
2024-03-07 22:29:26.970841+01:00,1,80
2024-03-07 22:41:19.585007+01:00,1,80
2024-03-07 22:53:22.140055+01:00,1,80
2024-03-07 23:11:53.722018+01:00,1,80
2024-03-07 23:27:46.521416+01:00,1,80
2024-03-07 23:39:51.112082+01:00,1,80
2024-03-07 23:51:52.027597+01:00,1,80
2024-03-08 00:11:43.136225+01:00,1,80
2024-03-08 00:26:29.107103+01:00,1,80
2024-03-08 00:38:29.448983+01:00,1,80
2024-03-08 00:50:30.383772+01:00,1,80
2024-03-08 01:36:39.605554+01:00,1,80
2024-03-08 02:34:33.928006+01:00,1,80
2024-03-08 03:05:10.298578+01:00,1,80
2024-03-08 03:28:14.502230+01:00,1,80
2024-03-08 03:39:53.482940+01:00,1,80
2024-03-08 03:52:10.028492+01:00,1,80
2024-03-08 04:11:20.796518+01:00,1,80
2024-03-08 04:24:01.600064+01:00,1,80
2024-03-08 04:36:23.656436+01:00,1,80
2024-03-08 04:48:19.165699+01:00,1,80
2024-03-08 05:00:21.021386+01:00,1,80
2024-03-08 05:22:47.179721+01:00,0,80
2024-03-08 05:34:44.407950+01:00,0,80
2024-03-08 05:46:51.212368+01:00,0,80
2024-03-08 05:58:51.473145+01:00,0,80
2024-03-08 06:22:32.255005+01:00,1,80
2024-03-08 06:34:47.861835+01:00,1,80
2024-03-08 06:46:37.085412+01:00,1,80
2024-03-08 06:58:31.956218+01:00,1,80
2024-03-08 07:23:41.871988+01:00,23,80
2024-03-08 07:35:50.837797+01:00,26,80
2024-03-08 07:48:00.469017+01:00,26,80
2024-03-08 07:59:55.768850+01:00,27,80
2024-03-08 08:21:48.564085+01:00,31,80
2024-03-08 08:33:55.472090+01:00,34,80
2024-03-08 08:45:50.691045+01:00,35,80
2024-03-08 08:57:44.548799+01:00,35,80
2024-03-08 09:24:08.854252+01:00,45,80
2024-03-08 09:40:23.486511+01:00,39,80
2024-03-08 09:52:13.959107+01:00,40,80
2024-03-08 10:11:00.446217+01:00,43,80
2024-03-08 10:23:03.015092+01:00,43,80
2024-03-08 10:36:39.280011+01:00,61,80
2024-03-08 10:48:42.334957+01:00,63,80
2024-03-08 11:01:02.962806+01:00,66,80
2024-03-08 11:26:14.178867+01:00,60,80
2024-03-08 11:39:19.189815+01:00,55,80
2024-03-08 11:51:08.553271+01:00,46,80
2024-03-08 12:07:24.766605+01:00,36,80
2024-03-08 12:21:05.642299+01:00,27,80
